SeqId,BubbleSortNComp,BubbleSortTns,InsertionSortNComp,InsertionSortTns,MergeSortNComp,MergeSortTns,QuickSortNComp,QuickSortTns,QuickSortRandomNComp,QuickSortRandomTns,
seq_850_3,360825,4423500,93997622,1182800,7182,316900,5579,107100,4447,114400,
seq_850_4,360825,3539000,94185928,1290800,7243,314800,4221,104300,4157,115000,
seq_850_5,360825,5343600,94371227,1892000,7221,320500,5362,105900,4725,114000,
seq_850_6,360825,3692600,94551251,850400,7216,314400,3789,101100,4821,114700,
seq_850_7,360825,4706700,94726601,904500,7175,309400,5273,104800,4680,115900,
seq_850_8,360825,5549700,94911114,1380200,7226,307700,5131,105400,4172,114000,
seq_850_9,360825,3724900,95090003,851500,7225,314000,4273,100800,5188,121800,
seq_850_10,360825,4472700,95265473,829700,7188,328700,4686,103600,4322,113900,
seq_850_11,360825,4224000,95448520,1144100,7200,469100,4758,162200,3877,177100,
seq_850_12,360825,3675800,95625337,838400,7213,311900,4101,105100,4346,113700,
seq_850_13,360825,4192000,95809578,926800,7224,305700,4593,101700,3827,156800,
seq_850_14,360825,4288800,95985311,1593300,7221,765700,4384,150200,3979,162100,
seq_850_15,360825,3449900,96163389,843200,7222,307000,5208,106200,4546,114200,
seq_850_16,360825,3717900,96342618,848600,7243,308000,4667,104500,4453,114800,
seq_850_17,360825,5499900,96524061,860200,7226,305300,4499,99400,4269,111600,
seq_850_18,360825,3590800,96698405,861500,7217,305100,4144,189000,4423,113300,
seq_850_19,360825,3449500,96884280,889200,7205,306800,4210,104000,4423,117200,
seq_850_20,360825,5398700,97067500,868000,7213,304500,4715,119100,4386,112900,
seq_850_21,360825,3695500,97246602,1092500,7199,672700,4140,135500,4834,167200,
seq_850_22,360825,4258300,97422968,899200,7207,307800,4795,104100,5292,118600,
seq_850_23,360825,3758200,97605271,862900,7208,304200,3879,106000,4338,113100,
seq_850_24,360825,4656100,97787894,882100,7227,304900,4132,103000,3891,139900,
seq_850_25,360825,3610500,97972044,868400,7217,306400,3570,97900,4238,112100,
seq_850_26,360825,3701600,98143036,811400,7211,309000,3984,101700,5307,114300,
seq_850_27,360825,4454800,98329894,897200,7239,305300,4464,105600,4507,115200,
seq_850_28,360825,4127000,98507350,1762400,7211,536600,5113,169500,3802,291400,
seq_850_29,360825,3783000,98686811,848800,7213,305300,4895,104200,3859,111200,
seq_850_30,360825,3654000,98873272,972400,7205,306900,3715,100000,4224,111900,
seq_850_31,360825,3893900,99056359,1432000,7201,339400,4539,105300,4236,113100,
seq_850_32,360825,3859100,99234167,846000,7182,312600,3794,99300,3641,110200,
seq_850_33,360825,3742300,99419027,873400,7222,327900,4773,104400,4572,114600,
seq_850_34,360825,4432500,99602391,871300,7222,305800,4280,103000,4089,114700,
seq_850_35,360825,3768000,99776986,847700,7219,316000,4179,102200,5036,115300,
seq_850_36,360825,4088200,99945431,797500,7213,305500,3776,99400,3850,113200,
seq_850_37,360825,7020300,100127083,1413400,7249,311900,3810,99500,4092,112800,
seq_850_38,360825,6131600,100310975,1759500,7218,687900,3966,104600,4379,115300,
seq_850_39,360825,5250300,100486583,2118900,7215,522800,3677,145500,4300,172500,
seq_850_40,360825,3504600,100664871,862500,7205,306000,4287,113500,5562,118300,
seq_850_41,360825,5168800,100847844,1757300,7214,316900,4215,103400,4165,111800,
seq_850_42,360825,3694300,101029758,860700,7233,307000,5205,107100,3678,110100,
seq_850_43,360825,4253300,101200068,1176200,7148,306100,4925,102500,4379,113000,
seq_850_44,360825,3819300,101380061,851600,7214,314800,4444,102300,4701,113100,
seq_850_45,360825,3834200,101566926,883700,7218,382000,4620,103900,4833,119600,
seq_850_46,360825,4983800,101745706,845300,7209,305600,4322,103800,4560,114800,
seq_850_47,360825,3576800,101924125,845600,7223,306500,3907,100600,4316,113300,
seq_850_48,360825,3767500,102101270,838000,7179,304000,4018,102000,4186,114400,
seq_850_49,360825,3682000,102279459,841900,7203,305200,5252,105900,5006,117100,
seq_850_50,360825,4981700,102457149,967800,7199,306900,4426,102800,5212,118300,
seq_850_51,360825,3989700,102644135,884800,7204,307200,4778,103800,4031,109800,
seq_850_52,360825,4707900,102820902,855600,7192,330500,4597,104200,4460,115600,
seq_850_53,360825,4991100,103003902,863600,7231,305400,3809,99800,4087,112600,
seq_850_54,360825,3764500,103182738,848100,7196,304800,4916,106900,5176,399800,
seq_850_55,360825,3652100,103362424,849500,7209,329400,4870,103300,4444,112600,
seq_850_56,360825,4732200,103539371,835500,7222,537200,3979,101400,4979,116000,
seq_850_57,360825,4492600,103717717,955800,7234,303600,4722,188400,5009,152300,
seq_850_58,360825,3763400,103900484,864800,7198,305400,5054,105400,5009,117300,
seq_850_59,360825,3719900,104089375,899000,7236,310100,4251,101900,4405,112200,
seq_850_60,360825,4189200,104273508,944800,7229,541800,3923,98500,4095,111600,
seq_850_61,360825,3754500,104457139,867700,7202,307000,4882,103300,3767,111400,
seq_850_62,360825,3657200,104633342,835300,7219,306400,5742,109400,4851,213700,
seq_850_63,360825,5447200,104808234,1320900,7222,304300,4267,106000,3909,111800,
seq_850_64,360825,3647600,104994527,881800,7206,313100,4745,130600,4660,113400,
seq_850_65,360825,3652500,105174941,856600,7220,303400,4605,104800,4488,119200,
seq_850_66,360825,3856800,105360718,879000,7209,306000,5003,104200,4047,115700,
seq_850_67,360825,3637700,105541099,1212600,7218,412200,3963,116000,4298,145600,
seq_850_68,360825,4843100,105721122,851400,7213,304100,4239,101800,4195,112600,
seq_850_69,360825,3763900,105898777,840300,7235,305200,4452,103700,4414,112600,
seq_850_70,360825,4689700,106082103,874100,7184,313300,4139,104100,4656,119200,
seq_850_71,360825,3543400,106270536,888600,7210,685700,4177,100200,4005,113000,
seq_850_72,360825,4458800,106446473,832100,7204,305700,3921,101900,5723,120100,
seq_850_73,360825,4757800,106629952,896900,7186,314100,5218,104800,3784,112300,
seq_850_74,360825,3703100,106807556,842400,7223,312300,5161,104400,4412,113400,
seq_850_75,360825,3863400,106981842,825400,7243,305200,4974,106400,4419,117100,
seq_850_76,360825,4376800,107170905,893600,7186,312500,4201,102200,6688,123500,
seq_850_77,360825,4451900,107350756,1303100,7253,496400,4475,127300,4142,113100,
seq_850_78,360825,4265300,107523887,820600,7214,304100,3948,102000,4587,113800,
seq_850_79,360825,5295200,107705532,2005300,7212,555800,4199,176100,4247,178100,
seq_850_80,360825,3929000,107890119,1158300,7222,309300,4447,102400,4468,113600,
seq_850_81,360825,4189400,108069613,853500,7239,305100,3469,99800,4582,115300,
seq_850_82,360825,3833300,108259081,899600,7208,387100,4194,99800,4392,115100,
seq_850_83,360825,3884700,108437103,846000,7214,304800,3252,98100,5067,118100,
seq_850_84,360825,4757300,108624357,1102700,7276,304700,4915,105100,4388,112800,
seq_850_85,360825,3494100,108807785,869200,7228,306800,5972,107100,5291,116300,
seq_850_86,360825,3646900,108983184,830500,7198,305500,4527,102200,4200,116200,
seq_850_87,360825,5649700,109166285,1328000,7235,304400,3957,100000,5001,119300,
seq_850_88,360825,3734200,109347481,1238100,7209,846800,4508,150100,5124,153600,
seq_850_89,360825,3622200,109532552,874800,7196,304200,4783,102100,4335,112300,
seq_850_90,360825,3578700,109712546,851300,7221,304500,4172,103100,3858,112700,
seq_850_91,360825,4585400,109888805,848800,7222,306200,4263,101600,4258,115400,
seq_850_92,360825,3504000,110068404,847900,7230,331200,4225,102200,4523,112900,
seq_850_93,360825,3516700,110252129,869200,7259,309400,4341,102100,4188,113800,
seq_850_94,360825,4614200,110431607,877400,7186,303800,4057,100900,6361,120500,
seq_850_95,360825,3534800,110614547,866000,7232,307300,4519,103900,4827,114400,
seq_850_96,360825,3706500,110798916,893500,7176,310200,4163,102900,3463,112600,
seq_850_97,360825,5311800,110976875,1372000,7213,303600,3638,100000,4075,114300,
seq_850_98,360825,3868000,111157706,855900,7175,311000,3859,99500,4415,112900,
seq_850_99,360825,3668500,111333203,831700,7217,312300,4271,103100,4156,114400,
seq_900_0,404550,5207700,111532467,943500,7711,321400,4254,107500,4515,121400,
seq_900_1,404550,4170300,111740517,1310200,7716,324500,4601,107900,4707,142100,
seq_900_2,404550,4895300,111943273,961900,7704,333800,4340,109000,4999,122900,
seq_900_3,404550,4266600,112145014,955700,7721,324900,4401,111300,4127,118900,
seq_900_4,404550,4107900,112341534,933500,7713,324800,4674,112000,4104,122000,
seq_900_5,404550,4398400,112545852,1540000,7736,322000,5607,114500,4453,120900,
seq_900_6,404550,4916800,112750111,967400,7713,323000,4521,109600,3958,117500,
seq_900_7,404550,4461300,112950504,949300,7728,322600,4896,110200,4939,120500,
seq_900_8,404550,5617700,113149239,961300,7722,326300,4241,105900,4008,117100,
seq_900_9,404550,4719600,113350744,953700,7701,325400,4884,110900,4713,120700,
seq_900_10,404550,3946100,113557291,976600,7719,330800,5832,112200,4640,127100,
seq_900_11,404550,4019600,113766929,990500,7680,321700,4536,107400,4438,119600,
seq_900_12,404550,4913100,113969462,975100,7696,346000,4139,105600,3905,118900,
seq_900_13,404550,5513800,114172290,966400,7691,332100,4779,110700,4430,118900,
seq_900_14,404550,4093900,114373356,952000,7724,323400,4485,113400,4716,120100,
seq_900_15,404550,4014800,114576911,963100,7713,322800,4057,108100,4906,121500,
seq_900_16,404550,4255100,114778525,956800,7717,323900,4537,109000,4954,121300,
seq_900_17,404550,5082400,114980089,964900,7734,328300,4954,108900,5437,125700,
seq_900_18,404550,4192100,115177986,1263400,7704,327900,4075,110200,4107,119600,
seq_900_19,404550,4044300,115388523,994900,7700,323300,4564,107000,4485,118300,
seq_900_20,404550,4155600,115588512,946300,7712,322800,5486,113100,4920,123100,
seq_900_21,404550,4899700,115785677,934300,7743,451900,5185,114700,4064,118500,
seq_900_22,404550,4685600,115986706,961000,7707,322200,3410,105000,4605,121600,
seq_900_23,404550,3973300,116198142,998800,7719,321300,4687,109900,4234,369700,
seq_900_24,404550,4724100,116395363,933500,7718,324300,3806,111600,4855,120700,
seq_900_25,404550,4956000,116598260,1158000,7721,323300,4354,107500,4551,124700,
seq_900_26,404550,4258800,116793225,930200,7735,322500,5882,114800,4590,119200,
seq_900_27,404550,4128500,116992825,950700,7699,328600,4552,107800,4144,121700,
seq_900_28,404550,4495300,117199257,979700,7694,324400,4120,108000,4445,237300,
seq_900_29,404550,4648300,117401294,1177500,7733,323500,5193,110700,4384,120000,
seq_900_30,404550,4333500,117596116,921200,7725,321300,5273,108100,5062,123100,
seq_900_31,404550,4348900,117789861,948200,7738,330500,4644,108200,4963,122600,
seq_900_32,404550,4670200,117984665,954900,7682,333600,5090,110600,4529,120000,
seq_900_33,404550,4654300,118187653,969900,7701,532500,4069,112800,4639,117200,
seq_900_34,404550,3903600,118391441,968300,7696,321700,5367,111100,4962,121600,
seq_900_35,404550,4897400,118594181,961300,7663,327200,4057,107800,5190,121300,
seq_900_36,404550,6219700,118790381,1012200,7720,329300,5116,108400,4422,122400,
seq_900_37,404550,6073400,118995314,974700,7721,322400,6567,116600,4333,118800,
seq_900_38,404550,4046500,119196692,953200,7663,1062800,5128,124100,5186,155700,
seq_900_39,404550,4157100,119394644,936600,7685,323700,5367,111400,3777,116500,
seq_900_40,404550,4241700,119589181,918900,7742,329500,4927,110300,4461,121600,
seq_900_41,404550,5367900,119794916,980600,7697,329400,5469,114100,4689,121200,
seq_900_42,404550,5312200,120006715,1027500,7709,323800,4183,107500,5026,123200,
seq_900_43,404550,5098300,120215204,2113400,7691,332400,4498,108300,4362,118600,
seq_900_44,404550,4961400,120410529,953400,7694,324500,3746,203700,3790,119000,
seq_900_45,404550,4191200,120617292,984700,7714,322600,4897,109300,4686,120600,
seq_900_46,404550,5311200,120823496,1002100,7695,328400,4283,107800,4492,119100,
seq_900_47,404550,3989000,121019565,1426700,7712,561900,5393,157800,4450,147500,
seq_900_48,404550,4175100,121222205,964300,7726,333400,4661,110100,4407,119900,
seq_900_49,404550,4088700,121420533,938400,7684,322300,5453,112300,5033,758100,
seq_900_50,404550,6420100,121622849,1240600,7703,403900,4904,137700,4023,144900,
seq_900_51,404550,6178000,121822465,946100,7707,329300,4860,112000,5602,123600,
seq_900_52,404550,4196100,122022730,1218500,7724,326200,4806,111400,4609,120300,
seq_900_53,404550,4553900,122224390,1331700,7698,322400,5010,111100,4433,119500,
seq_900_54,404550,4263100,122424329,953300,7680,331100,4412,107500,4203,121200,
seq_900_55,404550,3963500,122629711,974700,7729,326700,4972,110500,5775,124300,
seq_900_56,404550,4849300,122831959,960300,7698,331300,4547,110300,4793,121500,
seq_900_57,404550,5751100,123028157,932900,7720,321900,4656,110400,5172,147300,
seq_900_58,404550,4912900,123225076,2188900,7713,375900,4348,112700,3926,148300,
seq_900_59,404550,4045500,123434662,994400,7708,322900,6355,118000,5478,123700,
seq_900_60,404550,4433000,123634173,944500,7702,324700,4503,109100,4125,118400,
seq_900_61,404550,5609800,123836194,954600,7689,322700,5873,115700,4130,130400,
seq_900_62,404550,4550300,124039208,1611400,7718,324100,4551,107400,4561,120700,
seq_900_63,404550,4197000,124237908,991600,7706,327100,5434,112600,4494,120500,
seq_900_64,404550,4125700,124446769,1009600,7736,332000,4894,110000,5281,130800,
seq_900_65,404550,4814000,124644772,940500,7709,328700,4835,111400,4067,117900,
seq_900_66,404550,4298700,124852770,1742000,7711,323600,5110,110700,5869,131600,
seq_900_67,404550,4076000,125050526,1051300,7698,354300,5097,110700,5377,124500,
seq_900_68,404550,4039300,125253679,1045900,7735,322900,4357,108500,5159,122300,
seq_900_69,404550,5260400,125457669,991200,7687,323000,4181,107900,4244,121400,
seq_900_70,404550,6045600,125653982,986800,7724,323200,4752,111800,4697,119800,
seq_900_71,404550,5618800,125853996,1345200,7725,324300,5046,117500,4945,123400,
seq_900_72,404550,4161500,126053367,943300,7710,330400,5288,108700,4709,121400,
seq_900_73,404550,4233700,126252669,947500,7724,323300,5396,111800,4339,117600,
seq_900_74,404550,5565600,126454800,959800,7714,330800,5118,112400,4135,119500,
seq_900_75,404550,4096100,126662899,1041500,7697,322000,4987,110700,4210,119000,
seq_900_76,404550,4334300,126869437,999500,7691,322800,5115,115400,5186,122300,
seq_900_77,404550,4324800,127075471,976400,7704,325200,4937,110900,5410,125600,
seq_900_78,404550,5360600,127280226,1215200,7720,519700,4141,155000,5525,182100,
seq_900_79,404550,3913500,127488467,1080000,7727,322600,4910,455600,3993,164500,
seq_900_80,404550,4025900,127687663,943900,7715,331400,5571,111700,3801,115400,
seq_900_81,404550,4036600,127885123,937200,7699,328300,4103,106700,4390,120600,
seq_900_82,404550,5470000,128086856,959300,7713,325800,4460,108100,4544,119800,
seq_900_83,404550,4252600,128291463,968500,7737,322800,5381,629200,4550,143500,
seq_900_84,404550,4368500,128489074,1002400,7717,370800,4345,108900,4880,123000,
seq_900_85,404550,3937600,128688535,945100,7720,323000,6228,116000,4104,179900,
seq_900_86,404550,5700200,128891968,963200,7691,323900,6009,115300,4703,178200,
seq_900_87,404550,5186000,129093454,2023300,7710,554400,4669,166500,4030,184900,
seq_900_88,404550,5147600,129297397,3744600,7686,560300,4147,163100,4684,182300,
seq_900_89,404550,7829900,129503453,1940900,7724,574700,4886,167200,4979,188700,
seq_900_90,404550,4978600,129712672,987800,7733,325400,3951,106500,5214,124400,
seq_900_91,404550,4863800,129913077,948800,7700,320800,4319,108200,5220,134500,
seq_900_92,404550,5080800,130119468,978500,7726,324800,4376,108600,5045,121300,
seq_900_93,404550,4127700,130323803,968500,7709,333900,4581,110100,4903,473000,
seq_900_94,404550,5030800,130527530,970800,7690,323500,4580,107700,4472,118900,
seq_900_95,404550,4005100,130737313,1514700,7737,440000,5509,119100,4811,120700,
seq_900_96,404550,4310600,130927959,906500,7701,322000,4458,113700,4898,121000,
seq_900_97,404550,4233700,131133150,1007200,7666,322300,5270,109200,5137,124200,
seq_900_98,404550,5789000,131331114,975600,7709,322200,4439,109300,4972,123100,
seq_900_99,404550,4218600,131525591,1402900,7710,587700,4079,131000,3801,187800,
seq_950_0,450775,4441200,131753437,1082300,8210,347800,5736,120100,4768,128400,
seq_950_1,450775,5579400,131973832,1042700,8249,347300,5570,116600,4999,130000,
seq_950_2,450775,4754100,132187415,1031100,8203,429100,5119,218300,4621,195100,
seq_950_3,450775,5019200,132411109,1074000,8233,344500,5761,118100,5745,127800,
seq_950_4,450775,8543600,132645647,1116800,8240,347200,4379,114900,5272,130100,
seq_950_5,450775,6776000,132874369,1088500,8210,340900,4153,115600,4712,127900,
seq_950_6,450775,5939200,133092321,1032100,8181,350700,4590,112700,5121,127400,
seq_950_7,450775,4493600,133313532,1281000,8248,347300,5236,118200,4467,127000,
seq_950_8,450775,4640400,133538452,1064800,8205,341000,4726,116400,4744,126100,
seq_950_9,450775,4669600,133764759,1072400,8236,341400,4812,115400,5820,133600,
seq_950_10,450775,5486000,133988417,1059800,8249,340800,4375,115700,4302,129700,
seq_950_11,450775,5431500,134219473,1093400,8219,350100,4928,117500,4923,128600,
seq_950_12,450775,4981100,134451732,2068000,8218,500000,5763,121900,4656,125900,
seq_950_13,450775,4845800,134674189,1054300,8201,343200,5838,120300,5287,131900,
seq_950_14,450775,5942600,134905034,1097800,8176,340100,4285,119800,5101,129300,
seq_950_15,450775,7095900,135126213,1052700,8235,340300,4206,116000,4258,127200,
seq_950_16,450775,4712700,135339742,1008700,8217,352100,4856,117700,5707,131100,
seq_950_17,450775,5973500,135564612,1341800,8235,343300,5327,117100,4770,126700,
seq_950_18,450775,4953300,135787039,1055700,8203,340400,4720,113700,4842,127700,
seq_950_19,450775,4848100,136005000,1031600,8215,342400,5340,119300,4333,127000,
seq_950_20,450775,5852600,136231012,1076400,8225,345000,5043,119900,5546,129400,
seq_950_21,450775,4541400,136461206,1119300,8248,348800,6051,117900,4289,126100,
seq_950_22,450775,5794100,136678566,1061400,8204,342500,5257,118900,5696,140100,
seq_950_23,450775,6737200,136903760,1080000,8215,346300,4759,114800,5756,129900,
seq_950_24,450775,6455700,137133976,1117900,8207,342000,4933,117400,5443,131600,
seq_950_25,450775,4758700,137353648,1721000,8197,342100,4865,118200,5052,130100,
seq_950_26,450775,5034100,137582680,1086100,8200,338800,6570,127300,4432,126100,
seq_950_27,450775,4796300,137808930,1100900,8232,693100,5263,118100,4415,126600,
seq_950_28,450775,4737500,138029034,1047900,8203,342600,4418,114500,4219,125400,
seq_950_29,450775,5845600,138258806,1088400,8182,342400,4562,115500,4913,129200,
seq_950_30,450775,4964700,138485416,1094500,8209,343800,4675,116200,4930,128800,
seq_950_31,450775,5949300,138703080,1639900,8180,600100,5363,122800,5475,158800,
seq_950_32,450775,4775300,138928565,1069900,8212,341700,4941,117900,5252,130000,
seq_950_33,450775,4833800,139155229,1073200,8208,341000,4524,115700,4500,126100,
seq_950_34,450775,5083100,139383422,1110800,8210,348900,4500,115200,4168,124900,
seq_950_35,450775,5789500,139608686,1388200,8201,342700,4242,113400,4644,126200,
seq_950_36,450775,6106600,139834757,1119400,8214,340200,5073,121100,4696,348000,
seq_950_37,450775,4911500,140066100,1569100,8195,452900,5562,119800,5237,156300,
seq_950_38,450775,4661400,140301289,1113200,8186,342900,4896,113700,4979,127300,
seq_950_39,450775,4714800,140532445,1093100,8198,428200,4592,115400,4905,127100,
seq_950_40,450775,4422900,140769204,1142600,8206,341900,5985,117900,4341,128000,
seq_950_41,450775,6497300,140994820,1067300,8191,342000,5088,115900,4508,128400,
seq_950_42,450775,5257500,141225390,1339200,8193,346800,5798,119400,5119,130600,
seq_950_43,450775,4819300,141453893,1275900,8218,347700,4418,115200,4483,127500,
seq_950_44,450775,4681700,141679207,1067000,8206,351000,5255,116700,5655,127000,
seq_950_45,450775,4687600,141909509,1178500,8237,342500,5509,126500,6107,161000,
seq_950_46,450775,5903600,142132011,1060600,8150,347500,4296,114100,5770,131700,
seq_950_47,450775,5707800,142351198,1059900,8181,341800,4773,119200,5286,130100,
seq_950_48,450775,4941500,142587491,1120500,8223,621400,4945,116000,5507,130100,
seq_950_49,450775,5104800,142808349,1051600,8200,352300,6980,123800,4441,124800,
seq_950_50,450775,4544100,143039402,1093800,8207,342900,5283,116900,5902,133500,
seq_950_51,450775,5232600,143258374,1037400,8189,339500,4965,115700,4758,130500,
seq_950_52,450775,5470100,143479088,1054400,8189,340700,4761,116300,5556,131100,
seq_950_53,450775,4457200,143705913,2304600,8196,622400,5235,117600,4862,125100,
seq_950_54,450775,5764400,143927848,1641100,8200,349500,4314,112300,4917,129800,
seq_950_55,450775,5866700,144143313,1018600,8198,345600,4379,113800,4752,126400,
seq_950_56,450775,5540800,144366762,1550100,8244,339900,5118,117400,4594,131500,
seq_950_57,450775,4757400,144595794,1084500,8203,343500,5243,117200,4283,124600,
seq_950_58,450775,5930500,144823751,1087000,8230,339100,7108,128400,4402,126500,
seq_950_59,450775,5608300,145044335,1051900,8172,349000,4708,114600,4098,125200,
seq_950_60,450775,4594900,145263405,2293700,8247,343100,4339,113200,4318,125000,
seq_950_61,450775,4549800,145495969,1098300,8200,366400,4611,116200,5039,125700,
seq_950_62,450775,4768400,145720920,1067700,8201,344300,6367,120700,4811,128500,
seq_950_63,450775,4639900,145941572,1046400,8195,342200,5415,118500,5093,128300,
seq_950_64,450775,6228100,146165877,1064600,8181,350800,6123,126800,3954,124200,
seq_950_65,450775,5638900,146390055,1263100,8202,364600,4167,113900,4416,125000,
seq_950_66,450775,6399400,146619001,1251000,8205,342600,5466,118200,5350,131800,
seq_950_67,450775,4864500,146849039,1089800,8210,341600,4996,116900,4837,127700,
seq_950_68,450775,4491800,147080262,1100200,8196,349100,4545,114400,4852,126200,
seq_950_69,450775,4607700,147307493,1082500,8212,347800,5726,120700,4605,124900,
seq_950_70,450775,6664100,147532400,1294500,8220,347300,6369,122600,6017,131400,
seq_950_71,450775,5630100,147760482,1090400,8215,346900,4820,117600,5122,131100,
seq_950_72,450775,6245400,147986860,2383800,8217,432200,4537,114700,4407,127700,
seq_950_73,450775,5107600,148219641,1616400,8180,350600,5079,115300,5295,131100,
seq_950_74,450775,5016600,148441654,1058500,8210,351300,4669,113800,4616,385900,
seq_950_75,450775,4965500,148664045,1059800,8196,349000,5603,116600,4705,126900,
seq_950_76,450775,5066100,148892983,1094400,8243,346500,4815,115300,4829,130800,
seq_950_77,450775,5809200,149122643,1088900,8200,345900,5457,117900,4775,128200,
seq_950_78,450775,5602200,149349236,1074900,8213,342400,5322,119600,4435,129400,
seq_950_79,450775,5668000,149577122,1147300,8223,354400,5424,116200,4766,126900,
seq_950_80,450775,4569400,149803698,1685000,8222,368700,4879,115900,4794,126500,
seq_950_81,450775,4827900,150022884,1043000,8203,417300,4677,115600,4190,126300,
seq_950_82,450775,4724500,150254148,1096900,8215,341300,4975,114900,4869,128000,
seq_950_83,450775,4508000,150479359,1073900,8202,344900,5326,122400,4800,126900,
seq_950_84,450775,6725000,150705365,1070100,8207,349300,4724,115600,5097,137900,
seq_950_85,450775,5862000,150928722,1055700,8191,345100,4901,116700,5148,129200,
seq_950_86,450775,5578000,151151565,1235300,8159,342200,5944,118800,4091,124500,
seq_950_87,450775,4557200,151384657,1417900,8207,344000,5251,117400,4271,126300,
seq_950_88,450775,4675000,151594287,1088600,8217,342400,4760,115900,5091,276600,
seq_950_89,450775,4413200,151824019,1085700,8181,344300,6803,121800,4565,128800,
seq_950_90,450775,5847200,152055202,1100000,8186,343200,4708,114700,5511,134200,
seq_950_91,450775,5129600,152276315,1076700,8224,354700,4754,117600,4877,128300,
seq_950_92,450775,5353400,152511354,1111200,8186,346300,4016,113500,5166,127800,
seq_950_93,450775,4963400,152737651,1075100,8204,346600,4564,116800,4391,126800,
seq_950_94,450775,4806900,152962624,1101300,8199,344800,4650,116600,6006,131500,
seq_950_95,450775,6580400,153192022,1285400,8207,346100,4952,117600,5677,129200,
seq_950_96,450775,5631900,153411650,1047100,8200,351300,5525,118900,4328,133800,
seq_950_97,450775,4612000,153644839,1491300,8225,594900,5165,131600,5130,165900,
seq_950_98,450775,4635900,153865242,1092200,8228,414500,4435,114600,4393,126100,
seq_950_99,450775,6131300,154091335,1071400,8175,344600,4333,114900,5529,131100,
seq_1000_0,499500,5248500,154332713,1144400,8711,363100,5020,124100,5022,133400,
seq_1000_1,499500,5246700,154579382,1168900,8725,432300,4764,121500,5845,137900,
seq_1000_2,499500,7144400,154829942,1186900,8730,365300,5414,122700,4274,132600,
seq_1000_3,499500,7730900,155077181,1181000,8700,377500,5290,124600,7352,143300,
seq_1000_4,499500,6710700,155326229,1178300,8711,366100,4992,123600,4885,135400,
seq_1000_5,499500,6162600,155579899,1234800,8726,365500,5231,124000,5340,136800,
seq_1000_6,499500,5585000,155826978,1711700,8712,412700,5640,125400,5316,136300,
seq_1000_7,499500,5455200,156072880,1166800,8682,366900,5191,122500,4968,134500,
seq_1000_8,499500,5665100,156327231,1206000,8736,363500,5212,121800,5221,138200,
seq_1000_9,499500,5111100,156574973,1377100,8713,363500,4999,121800,5208,138900,
seq_1000_10,499500,5249900,156833286,1392400,8698,391700,5915,125600,6323,140400,
seq_1000_11,499500,6118800,157077812,1159700,8742,419900,5546,123900,5093,137100,
seq_1000_12,499500,6283400,157326056,1179200,8722,656500,6785,131500,5678,136900,
seq_1000_13,499500,6017500,157579691,1204200,8701,362200,5940,130200,6048,138300,
seq_1000_14,499500,5530100,157832987,1438200,8715,412300,5742,126600,5848,140100,
seq_1000_15,499500,5312500,158074121,2182200,8715,407500,4807,122800,4512,133100,
seq_1000_16,499500,5896400,158327560,1200500,8707,363000,5437,128900,5423,377200,
seq_1000_17,499500,6196600,158576756,1181500,8696,372000,4814,120400,5310,137400,
seq_1000_18,499500,5561000,158818185,1192200,8708,363200,5153,126200,5784,135500,
seq_1000_19,499500,5468500,159071104,1204900,8706,371700,5196,129800,4846,136100,
seq_1000_20,499500,6453300,159320031,1178100,8722,363300,5235,125300,5539,139000,
seq_1000_21,499500,5201200,159573309,1211500,8719,364500,6683,127100,5104,139800,
seq_1000_22,499500,5610200,159825776,1321100,8724,366400,5031,124500,6427,138500,
seq_1000_23,499500,7410000,160069910,1254000,8709,362300,5739,125200,5270,135500,
seq_1000_24,499500,6060700,160324019,1203700,8732,362500,5016,124600,5309,133400,
seq_1000_25,499500,6576800,160570962,1183800,8713,364500,5836,126300,5219,133700,
seq_1000_26,499500,6997200,160827445,1243700,8683,432800,5081,122900,6020,139100,
seq_1000_27,499500,5601400,161073980,1355600,8710,489300,4847,121000,5280,134800,
seq_1000_28,499500,5943100,161322055,1183000,8722,374600,4959,174300,5397,144100,
seq_1000_29,499500,5215600,161575441,1213200,8691,363200,5323,129200,6384,138100,
seq_1000_30,499500,5294500,161820261,1158300,8717,361900,5636,123300,5970,139300,
seq_1000_31,499500,5338000,162067454,1170600,8729,363300,4712,123300,5699,138900,
seq_1000_32,499500,6158400,162313663,1167500,8729,362100,4322,122800,5807,139200,
seq_1000_33,499500,6708800,162565157,1199700,8663,372600,5927,125900,6029,137700,
seq_1000_34,499500,6121200,162820370,1365000,8698,365700,5828,126800,6564,195300,
seq_1000_35,499500,5647600,163076217,1212200,8691,487600,4652,122200,4936,134200,
seq_1000_36,499500,4958700,163321394,1163300,8727,775900,5118,195500,5818,141500,
seq_1000_37,499500,5180800,163571310,1186800,8709,368400,5816,123400,4923,134400,
seq_1000_38,499500,5135300,163828360,1222200,8729,372100,5107,121200,5302,135500,
seq_1000_39,499500,5964400,164077307,1210400,8731,367800,5986,126400,5437,136900,
seq_1000_40,499500,6448600,164325406,1180100,8706,361600,5636,124200,4443,133800,
seq_1000_41,499500,5530300,164568312,1154400,8691,363400,4749,120500,4728,133200,
seq_1000_42,499500,6182600,164813013,1169000,8718,397400,4403,121500,5918,136000,
seq_1000_43,499500,5410400,165061199,1176000,8676,365900,5717,125400,5131,135200,
