SeqId,BubbleSortNComp,BubbleSortTns,InsertionSortNComp,InsertionSortTns,MergeSortNComp,MergeSortTns,QuickSortNComp,QuickSortTns,QuickSortRandomNComp,QuickSortRandomTns,
seq_50_0,1225,4019500,645,317500,214,495500,104,233500,143,223600,
seq_50_1,1225,413500,1207,152500,230,347000,100,80300,110,207700,
seq_50_2,1225,636900,1785,214100,221,353200,96,83500,126,129700,
seq_50_3,1225,402900,2412,147200,221,196800,107,49000,164,79700,
seq_50_4,1225,875600,2966,272100,218,315400,135,229700,111,128900,
seq_50_5,1225,466100,3585,155700,219,135300,95,71300,158,120400,
seq_50_6,1225,413400,4251,156400,224,93300,100,48000,162,61300,
seq_50_7,1225,592600,4877,150000,220,55900,109,92800,126,102400,
seq_50_8,1225,844800,5457,285100,222,63900,192,58500,134,56200,
seq_50_9,1225,840000,6082,441500,225,108100,130,88600,127,92500,
seq_50_10,1225,1165300,6681,224000,218,95900,92,95600,122,96800,
seq_50_11,1225,785000,7289,214900,216,101100,117,116800,109,129800,
seq_50_12,1225,599800,7853,134600,225,54600,177,18000,123,55500,
seq_50_13,1225,778400,8508,151600,219,53100,112,15700,109,49400,
seq_50_14,1225,733500,9038,2612800,225,100100,171,36900,159,112500,
seq_50_15,1225,869900,9736,254400,218,113400,124,40700,140,142600,
seq_50_16,1225,847700,10323,210900,214,200700,153,29300,172,37600,
seq_50_17,1225,969900,10986,514500,225,105000,148,28500,86,32600,
seq_50_18,1225,1271800,11640,240600,222,102000,143,29600,141,31900,
seq_50_19,1225,536900,12285,293400,224,94700,114,23700,114,31700,
seq_50_20,1225,1228800,12920,220000,223,99800,102,27900,159,35200,
seq_50_21,1225,614100,13579,232200,228,86500,146,26000,122,132000,
seq_50_22,1225,574700,14151,201200,219,83600,132,27700,108,31100,
seq_50_23,1225,654600,14756,208200,221,109500,110,27800,217,40800,
seq_50_24,1225,531600,15381,232800,218,493500,125,26900,109,32500,
seq_50_25,1225,517600,16023,221600,222,97800,106,27500,103,31000,
seq_50_26,1225,510600,16607,257600,220,96900,160,30800,153,35800,
seq_50_27,1225,535100,17281,281000,224,87600,117,25200,74,32100,
seq_50_28,1225,756400,17867,207600,216,107600,135,30700,143,32900,
seq_50_29,1225,877500,18537,246300,219,99400,105,28900,139,68000,
seq_50_30,1225,596000,19182,792100,223,100300,124,30800,101,34400,
seq_50_31,1225,576700,19889,460900,219,106400,117,27500,97,31900,
seq_50_32,1225,4731800,20624,169600,219,52500,110,14800,109,25400,
seq_50_33,1225,1461000,21219,217300,229,89400,154,28100,98,31200,
seq_50_34,1225,518800,21839,223100,219,82100,126,26700,109,30900,
seq_50_35,1225,530900,22389,205800,229,93600,74,29200,122,32100,
seq_50_36,1225,507300,22951,188600,219,96800,97,25400,102,30900,
seq_50_37,1225,605200,23514,204800,217,504300,155,30000,90,30200,
seq_50_38,1225,518000,24099,212600,218,93900,122,24900,144,36800,
seq_50_39,1225,672800,24718,337600,222,99500,129,26000,118,35900,
seq_50_40,1225,502900,25303,249500,217,202800,115,27400,117,36000,
seq_50_41,1225,4732800,25899,212100,224,82900,139,26400,134,31000,
seq_50_42,1225,473300,26433,178600,223,71600,118,24300,119,33600,
seq_50_43,1225,864300,26954,188600,224,43800,127,26000,146,31700,
seq_50_44,1225,513800,27618,232400,216,44200,111,23600,160,35000,
seq_50_45,1225,4208800,28231,167400,213,31300,125,16300,129,19100,
seq_50_46,1225,600600,28825,213600,223,45400,132,26100,102,31600,
seq_50_47,1225,632300,29479,2393000,226,50400,92,24600,126,32600,
seq_50_48,1225,1917300,30196,258900,227,35800,149,27500,129,144500,
seq_50_49,1225,487500,30791,216300,219,46700,128,27000,149,36800,
seq_50_50,1225,256300,31457,230800,221,32400,88,23300,143,32700,
seq_50_51,1225,295700,32054,217300,225,32400,93,21000,117,30400,
seq_50_52,1225,229300,32587,199400,220,37400,124,31000,118,36800,
seq_50_53,1225,119100,33100,179400,218,33100,129,21800,95,28700,
seq_50_54,1225,120700,33698,2447500,214,29400,177,18300,140,20800,
seq_50_55,1225,107900,34345,223600,223,33400,146,26200,153,32800,
seq_50_56,1225,114700,35013,334300,218,94100,247,37300,121,33900,
seq_50_57,1225,117500,35553,341000,223,45100,147,23900,134,28100,
seq_50_58,1225,111200,36133,204800,223,217500,124,23900,113,31700,
seq_50_59,1225,101000,36714,214700,222,40000,145,24600,108,29400,
seq_50_60,1225,233700,37376,239700,223,39400,138,24600,96,27100,
seq_50_61,1225,241800,38062,272600,216,34500,106,18400,95,26400,
seq_50_62,1225,107500,38668,151100,220,26100,148,17000,95,18100,
seq_50_63,1225,105400,39238,140800,224,24600,99,370500,172,34600,
seq_50_64,1225,119000,39836,225900,219,42000,170,29800,147,33600,
seq_50_65,1225,129000,40476,237800,217,53900,196,33800,118,39100,
seq_50_66,1225,133300,41093,497900,224,40900,137,27500,198,40200,
seq_50_67,1225,106700,41723,220600,221,57900,171,28300,125,2344000,
seq_50_68,1225,122600,42345,220500,221,30000,134,66400,129,27900,
seq_50_69,1225,109800,42899,210000,222,31400,138,8900,119,35800,
seq_50_70,1225,120400,43459,191500,225,30900,113,9300,156,32000,
seq_50_71,1225,120300,44108,444200,224,33500,148,9500,134,29300,
seq_50_72,1225,159900,44592,174600,223,31500,147,27000,166,46200,
seq_50_73,1225,118500,45337,285600,226,35600,102,9100,116,15300,
seq_50_74,1225,132000,45948,448300,221,33400,124,8700,128,12200,
seq_50_75,1225,99800,46532,209600,224,66300,164,9300,126,13700,
seq_50_76,1225,311300,47169,229100,213,40000,115,9800,126,13300,
seq_50_77,1225,112400,47781,682100,226,39200,107,9800,136,12400,
seq_50_78,1225,4238600,48398,411100,215,49500,102,10000,115,13900,
seq_50_79,1225,134700,49051,223400,226,37600,101,8200,109,11900,
seq_50_80,1225,206700,49727,233800,224,38200,152,9900,124,12000,
seq_50_81,1225,117700,50354,233100,223,42300,154,9700,103,15500,
seq_50_82,1225,118600,50963,586500,225,159400,127,9400,104,12500,
seq_50_83,1225,260300,51582,256400,213,41000,112,9100,99,13100,
seq_50_84,1225,169900,52244,182000,220,27400,118,7100,123,7900,
seq_50_85,1225,126100,52862,274600,224,43200,101,9100,120,13100,
seq_50_86,1225,122500,53417,208300,225,31100,131,9100,118,12300,
seq_50_87,1225,105100,53854,160800,215,33700,147,9800,117,14300,
seq_50_88,1225,121400,54461,226500,219,33200,129,10400,162,13500,
seq_50_89,1225,340900,55013,221200,220,35900,205,9700,135,13500,
seq_50_90,1225,4509500,55624,144400,219,21300,164,6700,163,9200,
seq_50_91,1225,107900,56362,386800,220,31900,180,9100,131,11600,
seq_50_92,1225,121900,56971,220400,222,30100,129,8400,100,10300,
seq_50_93,1225,105400,57566,510800,225,36900,139,9800,112,12700,
seq_50_94,1225,122500,58084,127200,222,33900,112,9500,90,12600,
seq_50_95,1225,2233000,58762,57000,222,44400,106,9300,137,13100,
seq_50_96,1225,129500,59418,59300,224,39500,146,9500,103,12300,
seq_50_97,1225,540300,60093,53700,226,44400,126,9200,113,12100,
seq_50_98,1225,112700,60698,53100,216,36000,136,8900,93,12400,
seq_50_99,1225,19900,61407,51900,227,36100,94,38300,119,9400,
seq_100_0,4950,60300,63978,214400,542,76000,310,17300,320,34100,
seq_100_1,4950,61900,66650,402200,534,72200,230,16700,258,22700,
seq_100_2,4950,62600,68888,173400,539,68300,324,18200,412,24500,
seq_100_3,4950,59300,71578,213400,547,88400,273,18400,344,23800,
seq_100_4,4950,58700,74076,259300,544,67300,246,15900,390,23200,
seq_100_5,4950,63600,76786,359800,548,99500,343,20200,366,26200,
seq_100_6,4950,59000,79171,199100,540,76100,266,16000,296,21000,
seq_100_7,4950,53100,81584,168700,536,99200,263,22600,374,62900,
seq_100_8,4950,59200,83958,1019200,537,68400,292,16600,324,23500,
seq_100_9,4950,68900,86762,246900,538,76700,346,17200,434,23400,
seq_100_10,4950,58400,89308,205000,558,70000,398,17900,353,25100,
seq_100_11,4950,57700,91736,404500,537,68500,336,18600,337,25500,
seq_100_12,4950,59300,93991,197700,534,77100,292,17500,344,23300,
seq_100_13,4950,55100,96501,192200,552,69000,304,16700,346,21800,
seq_100_14,4950,63700,99280,312100,544,63300,295,46800,324,40700,
seq_100_15,4950,61100,101850,222900,547,78400,293,16500,312,27100,
seq_100_16,4950,58800,104242,463800,548,75600,307,17200,367,24400,
seq_100_17,4950,255800,106688,204700,544,69400,238,16600,337,26100,
seq_100_18,4950,63700,109200,393200,551,108800,282,17700,331,24300,
seq_100_19,4950,61100,111288,177600,542,80900,261,16200,264,22200,
seq_100_20,4950,77500,113737,187900,542,70600,349,16800,312,23700,
seq_100_21,4950,54700,116042,177900,546,64000,353,19400,364,26800,
seq_100_22,4950,55000,118288,2271900,541,76600,279,58400,332,27800,
seq_100_23,4950,64200,120316,224600,556,89400,299,17200,366,27800,
seq_100_24,4950,57900,122739,186300,547,67900,357,16600,378,24400,
seq_100_25,4950,64800,125284,204000,530,74900,348,15400,388,25000,
seq_100_26,4950,61900,127767,205300,545,78400,377,16500,303,23600,
seq_100_27,4950,61500,130155,210000,548,77700,304,23700,300,28300,
seq_100_28,4950,63300,132345,465200,537,77400,244,17500,239,25400,
seq_100_29,4950,56100,134769,191700,546,70200,289,14700,318,23500,
seq_100_30,4950,62900,137179,383500,549,68100,363,16400,310,23100,
seq_100_31,4950,60900,139497,282200,547,74000,253,16900,243,28200,
seq_100_32,4950,66500,142126,212300,552,2824800,271,20600,421,22300,
seq_100_33,4950,61600,144971,423400,531,65200,290,16300,411,25900,
seq_100_34,4950,57000,147506,420800,545,76000,276,15300,294,21500,
seq_100_35,4950,56900,150138,25000,546,217500,372,30900,403,41100,
seq_100_36,4950,55400,152647,24100,540,82200,322,16100,329,24100,
seq_100_37,4950,61200,155392,62800,545,69900,311,15700,311,22400,
seq_100_38,4950,56400,157794,29700,546,71000,429,16700,339,23500,
seq_100_39,4950,58900,160276,59100,535,71100,350,16100,331,20900,
seq_100_40,4950,71500,162851,29200,537,74200,312,15700,261,23600,
seq_100_41,4950,52600,165291,34700,544,89300,408,16100,367,23800,
seq_100_42,4950,92600,167831,16600,547,70700,294,16200,284,22900,
seq_100_43,4950,56900,170106,25500,534,61100,340,15500,246,23700,
seq_100_44,4950,63000,172710,30100,549,75200,323,48300,359,57300,
seq_100_45,4950,55700,175389,26100,537,63500,311,15900,285,22700,
seq_100_46,4950,60900,178047,29700,540,64200,332,15400,359,55400,
seq_100_47,4950,60900,180566,28600,534,70800,300,16000,347,32600,
seq_100_48,4950,59500,182977,15400,548,50900,275,10800,359,44800,
seq_100_49,4950,53100,185434,28200,541,59300,272,14100,274,17200,
seq_100_50,4950,51400,188142,31200,542,79100,293,16100,304,23700,
seq_100_51,4950,94500,190792,65100,546,75100,298,16700,266,18700,
seq_100_52,4950,130500,193279,26100,538,73100,339,17700,322,18500,
seq_100_53,4950,58700,195687,26500,528,79900,362,17000,269,18500,
seq_100_54,4950,66700,198313,27900,542,69200,292,15000,262,17000,
seq_100_55,4950,66200,200797,27700,549,67300,309,14500,307,18400,
seq_100_56,4950,57200,203254,27500,544,75300,301,17300,445,20700,
seq_100_57,4950,57500,205991,28000,544,79800,305,16300,378,20000,
seq_100_58,4950,61900,208696,87600,538,62600,282,15900,303,20700,
seq_100_59,4950,61300,211463,22400,540,87500,361,18600,290,22100,
seq_100_60,4950,59800,213733,26600,531,72600,343,15800,402,19000,
seq_100_61,4950,58500,215965,24100,541,89900,419,17800,246,19300,
seq_100_62,4950,61000,218427,28000,548,167800,314,16400,249,17700,
seq_100_63,4950,161400,220897,53700,547,52300,347,11000,358,12400,
seq_100_64,4950,55800,223394,20600,539,40500,309,10600,337,11500,
seq_100_65,4950,294300,225819,21700,549,81100,312,14800,310,17100,
seq_100_66,4950,58700,228216,76400,552,80200,382,16700,385,26200,
seq_100_67,4950,59700,230626,25800,534,74700,301,16200,321,18000,
seq_100_68,4950,62500,233242,28200,540,96000,280,17000,304,18600,
seq_100_69,4950,55200,235790,191500,551,77700,368,14500,292,17200,
seq_100_70,4950,60000,238549,26000,533,68400,317,15400,397,18300,
seq_100_71,4950,61100,240826,26900,546,70500,355,16100,278,18500,
seq_100_72,4950,67300,243228,27000,540,85800,302,16500,341,18200,
seq_100_73,4950,60100,245850,27100,541,71000,266,15200,354,19200,
seq_100_74,4950,63300,248603,29800,544,65100,458,17700,463,19400,
seq_100_75,4950,67400,251233,28300,540,76600,304,18000,327,17800,
seq_100_76,4950,61000,253834,70500,546,76400,247,17600,362,19300,
seq_100_77,4950,63200,256676,86300,541,67400,274,15400,335,17500,
seq_100_78,4950,56700,259377,18600,534,47400,363,11100,252,12100,
seq_100_79,4950,60300,261717,16000,543,46600,422,10600,243,11000,
seq_100_80,4950,57100,264393,16000,535,40300,406,10700,302,11800,
seq_100_81,4950,38100,266822,16500,545,121200,337,13400,300,12900,
seq_100_82,4950,56300,269438,30100,545,50200,262,10100,322,12100,
seq_100_83,4950,51100,271469,24300,544,175100,536,18000,452,19100,
seq_100_84,4950,58700,274022,26300,542,49900,406,11400,286,12100,
seq_100_85,4950,62600,276451,16000,538,45700,255,10000,467,12200,
seq_100_86,4950,56400,278928,14800,543,39900,312,10300,318,11200,
seq_100_87,4950,55200,281218,21900,540,45200,230,10100,355,11800,
seq_100_88,4950,57700,283537,14200,540,48100,392,10500,371,11200,
seq_100_89,4950,64100,286075,24500,542,75700,353,12200,300,17000,
seq_100_90,4950,55200,288543,23500,540,45700,358,10600,345,11600,
seq_100_91,4950,61100,291216,29500,545,72700,292,14500,343,17000,
seq_100_92,4950,80800,293486,27000,556,67200,350,15200,271,17200,
seq_100_93,4950,347400,296225,30700,541,50700,318,10800,302,12600,
seq_100_94,4950,56900,298779,15600,540,46300,282,10400,370,12600,
seq_100_95,4950,55200,301151,25800,543,61700,340,11000,263,12300,
seq_100_96,4950,57800,303682,71800,538,118000,316,12100,295,16800,
seq_100_97,4950,56300,306240,21000,537,45000,292,9600,371,11200,
seq_100_98,4950,59600,308823,22400,554,46000,382,10700,377,11900,
seq_100_99,4950,57000,311192,14700,541,41200,282,10200,395,12200,
seq_150_0,11175,122000,316596,29600,904,82900,703,23800,429,25500,
seq_150_1,11175,119400,321838,29300,906,69600,473,15500,600,18200,
seq_150_2,11175,119700,327839,32500,896,68800,452,15500,492,18000,
seq_150_3,11175,198100,333855,67700,895,105200,488,24700,630,28600,
seq_150_4,11175,366400,339661,42700,906,72700,548,16700,495,17800,
seq_150_5,11175,119900,345173,30400,890,79000,558,15600,529,20500,
seq_150_6,11175,116900,350601,54500,890,123800,588,24900,458,25500,
seq_150_7,11175,132400,356137,53600,907,102200,656,21800,559,25100,
seq_150_8,11175,114800,362108,34300,895,71100,538,16000,464,17000,
seq_150_9,11175,90700,367715,30400,893,67400,497,15100,672,17800,
seq_150_10,11175,120200,372874,28400,897,65300,651,15600,580,17200,
seq_150_11,11175,87700,378184,47700,895,111600,438,24900,576,26100,
seq_150_12,11175,171000,383904,31200,902,71500,582,16000,672,19100,
seq_150_13,11175,118500,389816,32000,887,67300,601,15200,539,17600,
seq_150_14,11175,205100,395312,53900,892,97500,488,22500,374,25700,
seq_150_15,11175,140600,400542,52600,902,108000,531,23900,806,29800,
seq_150_16,11175,130200,406401,57100,905,122800,648,23900,506,25200,
seq_150_17,11175,111400,412446,66600,881,108000,598,25100,658,28900,
seq_150_18,11175,128700,417881,58300,902,103200,459,23500,504,26800,
seq_150_19,11175,136800,423490,56000,897,126900,630,24500,498,27600,
seq_150_20,11175,279700,429576,56000,904,111300,576,23200,456,26600,
seq_150_21,11175,118400,435080,30700,893,66600,445,15800,457,18000,
seq_150_22,11175,464400,440479,55600,905,105600,499,23500,441,25600,
seq_150_23,11175,336400,446262,80900,884,106900,442,166900,482,28200,
seq_150_24,11175,140200,452132,62000,882,104300,577,22700,623,32400,
seq_150_25,11175,114900,457241,51500,893,99800,629,23700,652,27400,
seq_150_26,11175,133100,462878,175100,912,413300,522,25400,499,27900,
seq_150_27,11175,434400,468248,56600,903,117300,560,24100,467,27800,
seq_150_28,11175,130800,473587,54500,898,114500,521,24100,558,34500,
seq_150_29,11175,136000,479061,56200,888,113000,480,22800,458,27700,
seq_150_30,11175,222400,484909,60300,910,149000,610,27100,617,2485200,
seq_150_31,11175,130200,490179,56500,890,98800,557,25000,509,25200,
seq_150_32,11175,145800,495530,56900,900,106300,586,23800,414,23700,
seq_150_33,11175,174700,501230,119200,895,124800,795,26200,597,56500,
seq_150_34,11175,209900,507239,63900,901,105800,428,23500,508,26300,
seq_150_35,11175,204600,512741,54900,894,111500,481,23000,686,31400,
seq_150_36,11175,448400,518139,49200,905,107200,506,21500,496,26300,
seq_150_37,11175,110500,523495,59900,898,111400,557,23500,648,27900,
seq_150_38,11175,114200,529363,56600,894,103400,654,23100,556,29900,
seq_150_39,11175,118600,534240,60300,898,109200,779,27200,379,24900,
seq_150_40,11175,236300,539720,62600,906,108900,479,21700,584,26700,
seq_150_41,11175,308600,545078,48200,899,111600,583,23000,467,25000,
seq_150_42,11175,125600,551092,61100,893,98900,469,22600,572,25900,
seq_150_43,11175,145500,556455,60600,887,113700,567,24500,593,25000,
seq_150_44,11175,263100,562534,58400,907,107600,487,21700,503,25700,
seq_150_45,11175,213000,568464,64200,895,103900,614,26700,529,27800,
seq_150_46,11175,228900,574735,60700,892,99000,510,23800,604,28600,
seq_150_47,11175,148000,579845,241400,892,114900,524,25100,363,27500,
seq_150_48,11175,150600,585672,258500,896,114200,505,24900,510,26500,
seq_150_49,11175,130800,591296,59900,895,318200,599,26900,452,26900,
seq_150_50,11175,617700,596658,51400,895,111200,406,24400,620,19900,
seq_150_51,11175,174000,601967,66100,903,111900,544,24700,591,1596800,
seq_150_52,11175,229500,607612,31300,900,67300,508,16500,516,18500,
seq_150_53,11175,281000,613240,47400,901,98600,725,24700,489,25200,
seq_150_54,11175,187600,618820,55300,898,103000,521,21900,399,23800,
seq_150_55,11175,127400,624178,52300,903,980900,764,5947100,527,1015400,
seq_150_56,11175,151100,629640,59400,897,152600,565,285900,589,71600,
seq_150_57,11175,121600,634939,54100,904,419200,544,24300,717,29600,
seq_150_58,11175,144900,640885,66300,915,149100,661,25300,552,31400,
seq_150_59,11175,134600,646422,52800,894,96700,632,23300,648,27600,
seq_150_60,11175,126100,651720,53400,891,95200,446,22100,550,28200,
seq_150_61,11175,120100,657358,55800,897,106900,578,21700,506,26600,
seq_150_62,11175,124000,663040,61300,896,269600,668,23800,590,27900,
seq_150_63,11175,467800,667959,50100,910,93200,519,21200,524,26800,
seq_150_64,11175,272900,673120,52800,911,100000,547,22300,500,26900,
seq_150_65,11175,124700,678842,49400,900,99600,478,19900,667,28200,
seq_150_66,11175,126600,684350,297800,895,108100,559,22400,597,25900,
seq_150_67,11175,126700,690010,58400,897,92100,507,28800,583,28000,
seq_150_68,11175,139900,695533,64000,917,107600,670,25200,487,27000,
seq_150_69,11175,143700,701357,64300,892,113400,632,26500,651,148600,
seq_150_70,11175,276500,706812,3877000,905,113500,500,25200,446,27100,
seq_150_71,11175,140600,712471,306100,894,108200,640,22600,569,58500,
seq_150_72,11175,156100,717704,49600,915,101800,620,22600,667,27100,
seq_150_73,11175,107800,723509,54300,903,385400,588,21800,636,26400,
seq_150_74,11175,237400,728545,74300,898,229700,533,22800,525,28600,
seq_150_75,11175,182400,734718,58700,886,106200,549,23200,467,27200,
seq_150_76,11175,135400,740468,61300,909,109100,408,242300,511,29700,
seq_150_77,11175,395100,746320,61400,906,149400,532,22400,514,27300,
seq_150_78,11175,135400,751677,49700,909,370200,572,22700,539,27700,
seq_150_79,11175,119100,757985,57400,896,98200,429,20800,573,25400,
seq_150_80,11175,117100,763120,48300,908,98700,674,23100,736,28600,
seq_150_81,11175,133700,768989,62500,900,142600,641,23800,595,28200,
seq_150_82,11175,132100,774207,52400,890,107200,769,22500,400,26500,
seq_150_83,11175,122600,779924,61200,907,102500,442,21000,419,25500,
seq_150_84,11175,113400,785442,49800,902,91100,454,19700,686,24900,
seq_150_85,11175,4795700,790548,56900,899,101900,673,26100,469,27000,
seq_150_86,11175,299800,796325,59000,893,130000,543,22900,452,134600,
seq_150_87,11175,135600,801909,58600,898,101500,481,21500,423,26100,
seq_150_88,11175,225800,807761,169100,888,107700,505,69100,546,29800,
seq_150_89,11175,255900,813045,58900,902,129500,684,3721500,508,27900,
seq_150_90,11175,113800,818606,60700,910,132200,453,21300,563,26900,
seq_150_91,11175,131300,823887,48100,904,97600,737,24700,532,27900,
seq_150_92,11175,123500,829387,54200,912,100200,488,22900,637,28500,
seq_150_93,11175,130900,835274,56800,890,321100,507,23200,610,27800,
seq_150_94,11175,132000,840732,55200,911,105800,546,23500,470,26900,
seq_150_95,11175,126500,846482,58300,899,126800,418,21700,536,27900,
seq_150_96,11175,138900,851753,49400,906,323200,468,22800,527,26500,
seq_150_97,11175,335300,857473,59800,885,104500,504,21800,694,28200,
seq_150_98,11175,123700,863372,60200,894,106200,566,23300,541,27000,
seq_150_99,11175,364500,869195,64400,904,106100,402,22800,701,28800,
seq_200_0,19900,331500,878271,119000,1275,253900,639,29300,1014,37400,
seq_200_1,19900,357600,888110,136400,1284,360400,754,30600,868,33900,
seq_200_2,19900,3576000,897468,183700,1283,138900,872,32400,566,35300,
seq_200_3,19900,392600,907467,131600,1287,751600,991,34800,737,37400,
seq_200_4,19900,397500,917819,112400,1287,149500,709,30700,691,34400,
seq_200_5,19900,461500,927354,86300,1283,131100,1120,33300,701,35100,
seq_200_6,19900,218200,937298,91100,1288,126100,964,29400,785,34000,
seq_200_7,19900,234000,946716,92500,1289,143500,675,29300,903,36300,
seq_200_8,19900,248600,957457,109100,1291,134300,663,30400,683,34400,
seq_200_9,19900,255300,967506,106700,1287,142600,725,32800,645,35500,
seq_200_10,19900,226100,977502,95300,1284,139200,808,27500,789,32800,
seq_200_11,19900,412100,987337,208400,1280,131500,657,29300,834,36900,
seq_200_12,19900,1349500,998478,128100,1291,125000,833,28400,859,35200,
seq_200_13,19900,420100,1008774,142000,1276,147800,699,31300,815,41200,
seq_200_14,19900,433300,1018860,100200,1291,108900,670,30000,668,36000,
seq_200_15,19900,375700,1028342,89600,1284,106700,726,30800,675,34400,
seq_200_16,19900,263100,1038107,1698300,1287,115800,767,29600,639,158200,
seq_200_17,19900,395400,1048987,127800,1277,228500,683,29300,765,33700,
seq_200_18,19900,457700,1058901,107100,1278,117600,739,33800,762,36600,
seq_200_19,19900,249800,1068879,103700,1274,112300,720,30800,796,37100,
seq_200_20,19900,246400,1079369,113200,1296,115800,781,32700,670,37000,
seq_200_21,19900,385000,1089024,91400,1272,137800,804,30600,786,34200,
seq_200_22,19900,407600,1099307,121000,1278,139900,931,29600,586,35000,
seq_200_23,19900,409800,1108984,94200,1276,129800,674,34600,821,37300,
seq_200_24,19900,411300,1118731,102900,1265,140700,736,32000,684,39300,
seq_200_25,19900,413300,1129291,228900,1300,112200,715,31300,763,37400,
seq_200_26,19900,410600,1139447,94100,1275,103300,724,29400,739,35200,
seq_200_27,19900,342500,1149703,131800,1273,113500,765,30300,697,34900,
seq_200_28,19900,413900,1159421,131400,1284,122100,741,33200,594,35700,
seq_200_29,19900,400200,1170568,117300,1276,115500,641,31200,747,36700,
seq_200_30,19900,452200,1180273,575200,1269,309900,659,31100,1051,39500,
seq_200_31,19900,249600,1190129,106200,1273,116800,889,34000,708,37100,
seq_200_32,19900,428400,1200274,124400,1281,105700,696,30500,855,38700,
seq_200_33,19900,247000,1210694,105700,1284,229500,788,32400,617,37900,
seq_200_34,19900,430500,1220741,103400,1272,107900,956,32100,682,37100,
seq_200_35,19900,4232500,1230401,108200,1271,117700,714,31100,846,36700,
seq_200_36,19900,423100,1241068,96100,1289,105100,732,28600,765,35300,
seq_200_37,19900,491000,1252468,111800,1276,96600,618,31700,830,34100,
seq_200_38,19900,231500,1262591,102400,1281,107300,651,29000,708,35700,
seq_200_39,19900,234300,1272507,109300,1284,107200,806,29200,751,34000,
seq_200_40,19900,739400,1282822,104300,1274,109300,933,31200,814,36800,
seq_200_41,19900,575000,1292705,94200,1272,102300,827,32200,920,38100,
seq_200_42,19900,444700,1302660,97300,1266,103100,611,27700,835,35800,
seq_200_43,19900,256200,1312319,339000,1285,101200,935,30600,753,35600,
seq_200_44,19900,213900,1322971,87200,1295,97100,752,27100,643,68000,
seq_200_45,19900,437500,1332941,461400,1290,107900,803,30900,673,35300,
seq_200_46,19900,439000,1342475,96400,1287,98900,980,39500,784,35500,
seq_200_47,19900,386300,1353198,216700,1285,108400,889,31800,808,37400,
seq_200_48,19900,567600,1362908,98700,1280,107000,822,29200,773,36700,
seq_200_49,19900,400900,1371362,86000,1283,281300,848,31800,840,36700,
seq_200_50,19900,390600,1381614,113700,1298,116300,842,32900,795,37400,
seq_200_51,19900,347800,1391397,99000,1289,106700,875,31200,562,35300,
seq_200_52,19900,278400,1402133,112200,1284,113500,659,31000,672,37100,
seq_200_53,19900,264700,1411448,100500,1281,116900,891,33900,722,37500,
seq_200_54,19900,493100,1421458,104700,1292,113500,820,32900,661,37200,
seq_200_55,19900,217400,1431380,97500,1292,109100,858,30500,752,38300,
seq_200_56,19900,395800,1440670,114100,1280,105700,782,30100,813,36300,
seq_200_57,19900,405400,1450245,112700,1285,219500,634,27700,901,39000,
seq_200_58,19900,390000,1460374,114100,1279,217900,1104,32400,809,39500,
seq_200_59,19900,399800,1469541,102000,1287,221700,861,30100,761,37800,
seq_200_60,19900,418700,1479787,109200,1293,114500,809,32700,917,37500,
seq_200_61,19900,345200,1489374,117700,1287,220500,725,30300,726,36200,
seq_200_62,19900,337000,1499752,104100,1276,112300,671,29800,981,37800,
seq_200_63,19900,410600,1510933,217900,1285,111000,773,30500,782,35900,
seq_200_64,19900,409900,1521273,130300,1273,109400,780,31100,735,34200,
seq_200_65,19900,482200,1530978,109400,1284,142600,749,33300,844,37500,
seq_200_66,19900,249600,1540488,88300,1280,108600,944,30300,915,34800,
seq_200_67,19900,322700,1549862,75100,1282,92600,687,26000,885,34200,
seq_200_68,19900,250100,1560318,98200,1274,111000,1206,37000,630,34900,
seq_200_69,19900,433700,1570050,122300,1276,228400,747,32100,684,36400,
seq_200_70,19900,401800,1580652,1558200,1290,111000,733,31200,718,36700,
seq_200_71,19900,428900,1591609,89900,1273,129600,656,31400,815,38200,
seq_200_72,19900,226000,1601281,86700,1299,101400,812,26500,920,34400,
seq_200_73,19900,444200,1612290,105700,1284,105900,993,32100,878,36900,
seq_200_74,19900,419500,1622264,97300,1281,108100,708,29100,594,33600,
seq_200_75,19900,762500,1632740,96600,1283,112500,850,32600,825,38400,
seq_200_76,19900,2619000,1643302,107400,1278,108800,760,31200,679,35100,
seq_200_77,19900,262200,1653178,134500,1279,115000,775,31300,838,37300,
seq_200_78,19900,243400,1663200,102000,1270,110000,632,30200,863,38700,
seq_200_79,19900,349600,1671977,115100,1283,204500,766,29300,914,37300,
seq_200_80,19900,225400,1682361,105600,1291,103300,937,30300,638,34000,
seq_200_81,19900,1026600,1691797,106500,1262,110400,639,30200,698,36800,
seq_200_82,19900,398800,1701920,96400,1279,103800,647,29900,675,36300,
seq_200_83,19900,451500,1711040,91900,1288,106900,678,30600,758,37100,
seq_200_84,19900,351100,1721030,125700,1277,209200,595,36700,653,35100,
seq_200_85,19900,211500,1730346,75100,1286,97500,663,70400,653,34600,
seq_200_86,19900,630700,1740469,100500,1272,109000,767,29900,660,35400,
seq_200_87,19900,402800,1750881,143200,1296,116400,852,33200,789,36700,
seq_200_88,19900,382400,1761016,108400,1284,216700,858,29800,887,36000,
seq_200_89,19900,370000,1770351,268500,1280,104400,716,29900,763,36100,
seq_200_90,19900,228900,1780474,99600,1282,106300,748,29900,799,34900,
